card_name,image,attack,defence,card_type,level,type
Soul of Fire,https://uploads2.yugioh.com/card_images/627/list/Fire-soul.jpg?1380221571,,,Normal Spell/Spell,,
Soul Release,https://uploads1.yugioh.com/card_images/2697/list/4796.jpg?1385126806,,,Normal Spell,,
Soul Resurrection,https://uploads2.yugioh.com/card_images/1176/list/1098.jpg?1385099197,,,Continuous Trap,,
Soul Rope,https://uploads2.yugioh.com/card_images/381/list/Soul-Rope.jpg?1375213378,,,Normal Trap,,
Soul Taker,https://uploads1.yugioh.com/card_images/382/list/SoultakerJP.jpg?1375213470,,,Quick-Play Spell,,
Soul Tiger,https://uploads1.yugioh.com/card_images/1164/list/1270.jpg?1385099173,0,2100,Normal Monster,4,Beast
Space Gate,https://uploads3.yugioh.com/card_images/836/list/Space-Gate.jpg?1381335101,,,Normal Trap/Trap,,
Space Jump,https://uploads3.yugioh.com/card_images/3972/list/5972.jpg?1385135468,,,Counter Trap,,
Space Ration,https://uploads1.yugioh.com/card_images/506/list/Space-Ration.jpg?1380143007,,,Normal Spell/Spell,,
Spacegate,https://uploads2.yugioh.com/card_images/3642/list/5350.jpg?1385134782,,,Continuous Trap,,
Spark Blaster,https://uploads4.yugioh.com/card_images/4499/list/Spark-Blaster-REV.jpg?1387058204,,,Equip Spell,,
Spark Breaker,https://uploads4.yugioh.com/card_images/4098/list/5910.jpg?1385135723,,,Normal Trap,,
Spear Cretin,https://uploads4.yugioh.com/card_images/4213/list/1308.jpg?1385103199,500,500,Effect Monster,2,Fiend
Spear Dragon,https://uploads1.yugioh.com/card_images/383/list/Spear-Dragon.jpg?1375213503,1900,0,Effect Monster,4,Dragon
Special Hurricane,https://uploads4.yugioh.com/card_images/2364/list/3083.jpg?1385103539,,,Normal Spell,,
Special Schedule,https://uploads3.yugioh.com/card_images/713/list/Special-Schedule.jpg?1380231752,,,Normal Spell/Spell,,
Specimen Inspection,https://uploads1.yugioh.com/card_images/4580/list/specimen-inspection.jpg?1389813697,,,Normal Spell,,
Speed Booster,https://uploads4.yugioh.com/card_images/3449/list/5320.jpg?1385134398,,,Continuous Trap,,
Speed Edge,https://uploads4.yugioh.com/card_images/3618/list/5321.jpg?1385134734,,,Continuous Trap,,
Speed Spell - Dash Pilfer,https://uploads4.yugioh.com/card_images/4291/list/speed-spell---dash-pilfer.jpg?1386800540,,,Normal Spell,,
Speed Spell - End of the Storm,https://uploads2.yugioh.com/card_images/4292/list/speed-spell---end-of-the-storm.jpg?1386800570,,,Normal Spell,,
Speed Spell - Final Attack,https://uploads1.yugioh.com/card_images/3853/list/5614.jpg?1385135226,,,Normal Spell,,
Speed Spell - Lightning Rod,https://uploads1.yugioh.com/card_images/4028/list/5613.jpg?1385135582,,,Normal Spell,,
Speed Spell - Overboost,https://uploads4.yugioh.com/card_images/3388/list/5630.jpg?1385134275,,,Normal Spell,,
Speed Spell - Rapid Shotwing,https://uploads3.yugioh.com/card_images/3379/list/5612.jpg?1385134251,,,Normal Spell,,
Speed Spell - Shift Down,https://uploads2.yugioh.com/card_images/3534/list/5625.jpg?1385134563,,,Normal Spell,,
Speed Spell - Silver Contrails,https://uploads4.yugioh.com/card_images/3857/list/5623.jpg?1385135234,,,Normal Spell,,
Speed Spell - Sonic Buster,https://uploads2.yugioh.com/card_images/4018/list/5608.jpg?1385135562,,,Normal Spell,,
Speed Spell - Speed Force,https://uploads1.yugioh.com/card_images/4293/list/speed-spell---speed-force.jpg?1386800656,,,Normal Spell,,
Speed Spell - Summon Speeder,https://uploads3.yugioh.com/card_images/3535/list/5627.jpg?1385134565,,,Normal Spell,,
Speed Spell - Synchro Defuse,https://uploads1.yugioh.com/card_images/4133/list/5957.jpg?1385135795,,,Normal Spell,,
Speed Spell - Takeover,https://uploads1.yugioh.com/card_images/4630/list/speed-speel-takeover.jpg?1392045652,,,Normal Spell,,
Speed Spell - Tyrant Force,https://uploads2.yugioh.com/card_images/3649/list/5961.jpg?1385134797,,,Normal Spell,,
Speed Spell - Vision Wind,https://uploads3.yugioh.com/card_images/3514/list/5563.jpg?1385134524,,,Normal Spell,,
Speed Spell - Zero Reverse,https://uploads3.yugioh.com/card_images/3854/list/5618.jpg?1385135228,,,Normal Spell,,
Speed Warrior,https://uploads3.yugioh.com/card_images/5068/list/5322-Speed-Warrior.jpg?1402588236,900,400,Effect Monster,2,Warrior
Speed World,https://uploads1.yugioh.com/card_images/4109/list/5317.jpg?1385135746,,,Field Spell,,
Speed World 2,https://uploads3.yugioh.com/card_images/4089/list/5907.jpg?1385135706,,,Field Spell,,
Spell Calling,https://uploads3.yugioh.com/card_images/2893/list/3694.jpg?1385127181,,,Normal Spell,,
Spell Canceller,https://uploads1.yugioh.com/card_images/1882/list/2395.jpg?1385102564,1800,1600,Effect Monster,5,Machine
Spell of Pain,https://uploads3.yugioh.com/card_images/384/list/Spell-of-Pain.jpg?1375213535,,,Quick-Play Spell,,
Spell Sanctuary,https://uploads1.yugioh.com/card_images/1678/list/1668.jpg?1385102150,,,Continuous Spell,,
Spell Spice Caraway,https://uploads1.yugioh.com/card_images/4525/list/Magic-Spice_Caraway_FL.jpg?1389127413,,,Normal Spell,,
Spell Spice Cinnamon,https://uploads2.yugioh.com/card_images/4526/list/Magic-Spice_Cinnamon_FL.jpg?1389127448,,,Normal Spell,,
Spell Striker,https://uploads3.yugioh.com/card_images/2528/list/300.jpg?1385098737,600,200,Effect Monster,3,Warrior
Spider Web,https://uploads2.yugioh.com/card_images/385/list/Spider-Web.jpg?1375213574,,,Normal Spell/Field Spell,,
Spike Egg,https://uploads3.yugioh.com/card_images/4631/list/Spike-Egg%28damy%29.jpg?1392045701,800,1000,Effect Monster,3,Fiend
Spikebot,https://uploads4.yugioh.com/card_images/3355/list/4376.jpg?1385128061,1800,1700,Normal Monster,5,Machine
Spinning Wheel Spindle,https://uploads2.yugioh.com/card_images/1941/list/1974.jpg?1385102681,,,Normal Spell,,
Spirit Barrier,https://uploads3.yugioh.com/card_images/1332/list/2938.jpg?1385101461,,,Continuous Trap,,
Spirit Burner,https://uploads3.yugioh.com/card_images/3561/list/6077.jpg?1385134618,,,Equip Spell,,
Spirit Caller,https://uploads2.yugioh.com/card_images/1989/list/3095.jpg?1385102781,1000,1000,Effect Monster,3,Spellcaster
Spirit Contamination,https://uploads4.yugioh.com/card_images/3746/list/4871.jpg?1385135002,,,Normal Spell,,
Spirit Force,https://uploads3.yugioh.com/card_images/3627/list/5324.jpg?1385134752,,,Normal Trap,,
Spirit Mask,https://uploads1.yugioh.com/card_images/3743/list/4869.jpg?1385134996,,,Equip Spell,,
"Spirit Message ""I""",https://uploads2.yugioh.com/card_images/4455/list/Spirit-Message-I.jpg?1386976945,,,Continuous Spell,,
"Spirit Message ""L""",https://uploads1.yugioh.com/card_images/4454/list/Spirit-Message-L-FL.jpg?1386976915,,,Continuous Spell,,
"Spirit Message ""N""",https://uploads2.yugioh.com/card_images/4456/list/Spirit-Message-N-FL.jpg?1386976973,,,Continuous Spell,,
Spirit of Flames,https://uploads3.yugioh.com/card_images/1325/list/1330.jpg?1385101447,1700,1000,Effect Monster,4,Pyro
Spirit of the Breeze,https://uploads2.yugioh.com/card_images/1167/list/1271.jpg?1385099179,0,1800,Effect Monster,3,Fairy
Spirit of the Harp,https://uploads4.yugioh.com/card_images/2103/list/2811.jpg?1385103010,800,2000,Normal Monster,4,Fairy
Spirit of the Pharaoh,https://uploads2.yugioh.com/card_images/1236/list/1300.jpg?1385099319,2500,2000,Effect Monster,6,Zombie
Spirit Ryu,https://uploads4.yugioh.com/card_images/386/list/Spirit-Ryu.jpg?1375213608,1000,1000,Effect Monster,4,Dragon
Spirit Shield,https://uploads1.yugioh.com/card_images/2132/list/2898.jpg?1385103068,,,Continuous Trap,,
Spiritual Energy Settle Machine,https://uploads4.yugioh.com/card_images/2977/list/3807.jpg?1385127334,,,Continuous Spell,,
Splendid Rose,https://uploads3.yugioh.com/card_images/3926/list/5908.jpg?1385135375,2200,2000,Synchro Monster/Effect Monster,6,Plant
Spore,https://uploads4.yugioh.com/card_images/4171/list/5600.jpg?1385135873,400,800,Tuner Monster,1,Plant
Spotlight,https://uploads1.yugioh.com/card_images/5076/list/spotlight-copy.jpg?1402589844,,,Continuous Spell,,
Spring of Rebirth,https://uploads1.yugioh.com/card_images/388/list/Spring-of-Rebirth.jpg?1375213675,,,Continuous Spell,,
Spring Punch,https://uploads3.yugioh.com/card_images/630/list/Spring-punch.jpg?1380221779,,,Equip Spell,,
Spy Attack,https://uploads1.yugioh.com/card_images/588/list/Spy-attack.jpg?1380218935,,,Normal Spell/Spell,,
Spy Hero,https://uploads3.yugioh.com/card_images/5075/list/senniyuu!spy-hero.jpg?1402589763,,,Normal Spell,,
St. Joan,https://uploads2.yugioh.com/card_images/389/list/St.Joan.jpg?1375213702,2800,2000,Fusion Monster,7,Fairy
Stadium of Dreams,https://uploads4.yugioh.com/card_images/694/list/Dream-pitch.jpg?1380229173,,,Field Spell,,
Stage Select,https://uploads1.yugioh.com/card_images/5077/list/Stage-Select.jpg?1402589911,,,Normal Spell,,
Stamping Destruction,https://uploads1.yugioh.com/card_images/390/list/Stamping-Destruction.jpg?1375213727,,,Normal Spell,,
Star Blast,https://uploads1.yugioh.com/card_images/3796/list/5339.jpg?1385135106,,,Normal Spell,,
Star Blaster,https://uploads3.yugioh.com/card_images/391/list/Star-Blaster.jpg?1375213752,,,Normal Spell,,
Star Excursion,https://uploads4.yugioh.com/card_images/3466/list/5341.jpg?1385134431,,,Normal Trap,,
"Star Light, Star Bright",https://uploads2.yugioh.com/card_images/657/list/Star-Light_-Star-Bright.jpg?1380226272,,,Normal Spell/Spell,,
Star Shift,https://uploads3.yugioh.com/card_images/3847/list/5601.jpg?1385135213,,,Normal Trap,,
Star Sparrow Forever,https://uploads2.yugioh.com/card_images/507/list/Star-Robin-is-Forever!.jpg?1380143034,,,Normal Trap/Trap,,
Stardust Dragon,https://uploads2.yugioh.com/card_images/977/list/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%80%E3%82%B9%E3%83%88%E3%83%BB%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3.jpg?1383087476,2500,2000,Synchro Monster/Effect Monster,8,Dragon
Stardust Flash,https://uploads4.yugioh.com/card_images/3803/list/5348.jpg?1385135121,,,Normal Trap,,
Stardust Phantom,https://uploads1.yugioh.com/card_images/1062/list/1006.jpg?1385098967,0,0,Effect Monster,1,Spellcaster
Stardust Xiaolong,https://uploads3.yugioh.com/card_images/3469/list/5346.jpg?1385134436,100,100,Effect Monster,1,Dragon
Stargazer Magician,https://uploads2.yugioh.com/card_images/5507/list/Stargazer-Magician.png?1455744529,1200,2400,,5,Spellcaster
Statue of the Wicked,https://uploads4.yugioh.com/card_images/2114/list/2613.jpg?1385103032,,,Normal Trap,,
Staunch Defender,https://uploads1.yugioh.com/card_images/1142/list/1257.jpg?1385099130,,,Normal Trap,,
Stay Force,https://uploads1.yugioh.com/card_images/3688/list/5598.jpg?1385134879,,,Continuous Trap,,
Stealthroid,https://uploads2.yugioh.com/card_images/4457/list/Stealthloid.jpg?1386977093,1200,0,Effect Monster,4,Machine
Steam Gyroid,https://uploads1.yugioh.com/card_images/4458/list/Steam-Gyroid.jpg?1386977124,2200,1600,Fusion Monster,6,Machine
Steamroid,https://uploads4.yugioh.com/card_images/4459/list/Steamroid.jpg?1386977180,1800,1800,Effect Monster,4,Machine
Steel Lamp,https://uploads2.yugioh.com/card_images/1313/list/1199.jpg?1385099472,,,Normal Spell,,
Steel Ogre Grotto #1,https://uploads2.yugioh.com/card_images/392/list/Steel-Ogre-Grotto-_1.jpg?1375213780,1400,1800,Normal Monster,5,Machine
Stim-Pack,https://uploads4.yugioh.com/card_images/1911/list/1312.jpg?1385102621,,,Equip Spell,,
Stinging Jellyfish,https://uploads1.yugioh.com/card_images/5178/list/Des-Chironex.jpg?1422907475,800,800,Effect Monster,,Aqua
Stinging Swordsman,https://uploads3.yugioh.com/card_images/4294/list/Stinging-Swordsman.jpg?1386800703,300,600,Effect Monster,,Warrior
Stone Statue of the Aztecs,https://uploads2.yugioh.com/card_images/3027/list/4410.jpg?1385127430,300,2000,Normal Monster,4,Rock
Stonehenge Methods,https://uploads3.yugioh.com/card_images/753/list/Stonehenge-Method.jpg?1380294899,,,Normal Trap/Trap,,
Stonehenge Shield,https://uploads3.yugioh.com/card_images/803/list/Stonehenge-shield.jpg?1380829504,,,Continuous Trap,,
Stop Defense,https://uploads3.yugioh.com/card_images/2748/list/4252.jpg?1385126902,,,Normal Spell,,
Storm Caller,https://uploads3.yugioh.com/card_images/3788/list/5333.jpg?1385135089,2300,2000,Effect Monster,6,Psychic
Stray Cat,https://uploads2.yugioh.com/card_images/518/list/Suteneko.jpg?1380143753,100,300,Effect Monster,,Beast
Stray Cat Girl,https://uploads4.yugioh.com/card_images/792/list/Stray-Catgirl.jpg?1380821616,600,1500,Effect Monster,,Beast
Stray Lambs,https://uploads4.yugioh.com/card_images/619/list/Mayoeru-kohituji.jpg?1380220891,,,Normal Spell/Spell,,
Strike Ninja,https://uploads3.yugioh.com/card_images/393/list/Strike-Ninja.jpg?1375213809,2350,2200,Effect Monster,5,Warrior
String of Destiny,https://uploads1.yugioh.com/card_images/853/list/%E3%83%87%E3%82%B9%E3%83%86%E3%83%8B%E3%83%BC%E3%83%BB%E3%82%B9%E3%83%88%E3%83%AA%E3%83%B3%E3%82%B0%E3%82%B9.jpg?1381336587,,,Equip Spell,,
Strong Shovel Excavator,https://uploads1.yugioh.com/card_images/706/list/Kutusakujiyuuki-strongshovel.jpg?1380229797,1800,100,Effect Monster,,Machine
Strong Wind Dragon,https://uploads4.yugioh.com/card_images/5078/list/Strong_Wind_Dragon.jpg?1402590028,2400,1000,Effect Monster,6,Dragon
Stronghold Guardian,https://uploads2.yugioh.com/card_images/3981/list/5977.jpg?1385135486,0,1500,Effect Monster,4,Warrior
Stronghold the Moving Fortress,https://uploads2.yugioh.com/card_images/1790/list/1386.jpg?1385102377,,,Continuous Trap,,
Stygian Security,https://uploads2.yugioh.com/card_images/5079/list/Stygian_Security.jpg?1402590102,100,600,Tuner Monster,1,Fiend
Stygian Sergeants,https://uploads4.yugioh.com/card_images/3567/list/5875.jpg?1385134631,2200,1800,Synchro Monster/Effect Monster,5,Fiend
Stygian Street Patrol,https://uploads3.yugioh.com/card_images/3738/list/5877.jpg?1385134984,1600,1200,Effect Monster,4,Fiend
Submarineroid,https://uploads3.yugioh.com/card_images/4460/list/submarinroid.jpg?1386977255,800,1800,Effect Monster,4,Machine
Submersible Carrier Aero Shark,https://uploads2.yugioh.com/card_images/1292/list/701.jpg?1385099432,1900,1000,Xyz Monster/Effect Monster,,Fish
Substitute Pain,https://uploads3.yugioh.com/card_images/5080/list/substitute-pain.jpg?1402591192,,,Continuous Spell,,
Suijin,https://uploads2.yugioh.com/card_images/5081/list/Suijin.jpg?1402591292,2500,2400,Effect Monster,7,Aqua
Suit of Sword X,https://uploads2.yugioh.com/card_images/4465/list/surtofswordten.jpg?1386977477,,,Normal Spell,,
Summon Cloud,https://uploads3.yugioh.com/card_images/5083/list/Summon-Cloud.jpg?1402591523,,,Continuous Spell,,
Summon Dice,https://uploads1.yugioh.com/card_images/394/list/Summon-Dice.jpg?1375213835,,,Normal Spell,,
Summon Pass,https://uploads3.yugioh.com/card_images/5084/list/Summon-Pass.jpg?1402591599,,,Continuous Spell,,
Summon Reactor•SK,https://uploads3.yugioh.com/card_images/5082/list/summon_reactor.jpg?1402591370,2000,1400,Effect Monster,5,Machine
Summon Storm,https://uploads1.yugioh.com/card_images/5085/list/Summon-Storm.jpg?1402591769,,,Normal Spell,,
Summon Tax,https://uploads2.yugioh.com/card_images/4025/list/6018.jpg?1385135576,,,Continuous Trap,,
Summoned Skull,https://uploads3.yugioh.com/card_images/293/list/Summoned-Skull.jpg?1375128467,2500,1200,Normal Monster,6,Fiend
Summoning Clock,https://uploads1.yugioh.com/card_images/2199/list/2913.jpg?1385103209,,,Continuous Trap,,
Sumo King Dog,https://uploads2.yugioh.com/card_images/791/list/Sumo-King-dog.jpg?1380821558,2600,2100,Xyz Monster/Effect Monster,,Beast
Sun Dragon Inti,https://uploads1.yugioh.com/card_images/4295/list/sun-dragon-enti.jpg?1386800751,3000,2800,Synchro Monster/Effect Monster,8,Dragon
Sun Scale,https://uploads4.yugioh.com/card_images/736/list/Taiyou-no-tenbin.jpg?1380293843,,,Continuous Spell,,
Sunken Kingdom,https://uploads2.yugioh.com/card_images/769/list/Deep-Sea-Kingdom---Sunken-Kingdom.jpg?1380295713,,,Field Spell,,
Sunlight Unicorn,https://uploads4.yugioh.com/card_images/3845/list/5595.jpg?1385135209,1800,1000,Effect Monster,4,Beast
Sunny Pixie,https://uploads2.yugioh.com/card_images/4462/list/Sunny-Pixie-FIXED.jpg?1386977308,300,400,Tuner Monster,1,Spellcaster
Sunset Showdown,https://uploads3.yugioh.com/card_images/5086/list/sunset-showdown.jpg?1403556094,,,Field Spell,,
Super Conductor Tyranno,https://uploads4.yugioh.com/card_images/4463/list/Super-Conductior-Tyranno.jpg?1386977344,3300,1400,Effect Monster,8,Dinosaur
Super Crashbug,https://uploads4.yugioh.com/card_images/1314/list/730.jpg?1385099475,0,3000,Effect Monster,,Fiend
Super Junior Confrontation,https://uploads4.yugioh.com/card_images/2492/list/455.jpg?1385098663,,,Normal Trap,,
Super Polymerization,https://uploads2.yugioh.com/card_images/5088/list/super-polymerization.jpg?1403556250,,,Quick-Play Spell,,
Super Roboyarou,https://uploads4.yugioh.com/card_images/2644/list/3811.jpg?1385126707,1200,500,Fusion Monster/Effect Monster,6,Machine
Super Vehicroid - Stealth Union,https://uploads3.yugioh.com/card_images/4464/list/Super-Vehicroid-Stealth-Union.jpg?1386977393,3600,3000,Fusion Monster/Effect Monster,9,Machine
Super Vehicroid Jumbo Drill,https://uploads2.yugioh.com/card_images/3301/list/3729.jpg?1385127953,3000,2000,Fusion Monster/Effect Monster,8,Machine
Supercharge,https://uploads1.yugioh.com/card_images/2821/list/3727.jpg?1385127043,,,Normal Trap,,
Superdreadnought Rail Cannon Gustav Max,https://uploads1.yugioh.com/card_images/4664/list/CT10-EN007.jpg?1393280658,3000,3000,Xyz Monster/Effect Monster,,Machine
Superficial Peace,https://uploads4.yugioh.com/card_images/3509/list/5553.jpg?1385134515,,,Normal Trap,,
Superheavy Samurai Big Benkei,https://uploads2.yugioh.com/card_images/5499/list/Superheavy-Samurai-Big-Benkei.png?1455737133,1000,5000,Effect Monster,8,Machine
Superheavy Samurai Swordsman,https://uploads3.yugioh.com/card_images/5498/list/Superheavy-Samurai-Sword-999-Kyukyukyu.png?1455736911,1000,1800,Effect Monster,3,Machine
Superior Howl,https://uploads2.yugioh.com/card_images/793/list/Isolated-Howling.jpg?1380821689,,,Normal Trap/Trap,,
Superior Protector,https://uploads3.yugioh.com/card_images/5087/list/superior-protector.jpg?1403556196,,,Normal Trap,,
Surface,https://uploads3.yugioh.com/card_images/1281/list/693.jpg?1385099409,,,Normal Spell/Spell,,
Surprise Attack from Beyond,https://uploads3.yugioh.com/card_images/396/list/Surprise-Attack-from-BeypJP.jpg?1375213893,,,Normal Spell,,
Survival Instinct,https://uploads4.yugioh.com/card_images/5089/list/survival_instrinct1.jpg?1403556351,,,Normal Trap,,
Svartalf of the Nordic Alfar,https://uploads4.yugioh.com/card_images/1132/list/1067.jpg?1385099110,1400,1600,Tuner Monster,5,Spellcaster
Swallowtail Butterspy,https://uploads1.yugioh.com/card_images/771/list/Swallowtail-Butterspy.jpg?1380742667,1800,1200,Effect Monster,,Warrior
Swamp Battleguard,https://uploads3.yugioh.com/card_images/3315/list/4189.jpg?1385127982,1800,1500,Effect Monster,5,Warrior
Swan Maiden,https://uploads3.yugioh.com/card_images/1510/list/1980.jpg?1385101811,,,Normal Spell,,
Swarm of Scarabs,https://uploads3.yugioh.com/card_images/2122/list/2635.jpg?1385103048,N/A,N/A,Ka Monster,N/A,N/A
Swift Gaia the Fierce Knight,https://uploads1.yugioh.com/card_images/397/list/Swift-GaiatheFierce-Knight.jpg?1375213938,2300,2100,Effect Monster,7,Warrior
Swift Scarecrow,https://uploads4.yugioh.com/card_images/4170/list/5594.jpg?1385135871,0,0,Effect Monster,1,Machine
Swing of Memories,https://uploads2.yugioh.com/card_images/5091/list/Swing_of_Memories.jpg?1403556418,,,Normal Spell,,
Sword Arm of Dragon,https://uploads3.yugioh.com/card_images/1425/list/2166.jpg?1385101645,1750,2030,Normal Monster,6,Dinosaur
Sword Hunter,https://uploads4.yugioh.com/card_images/2676/list/4377.jpg?1385126766,2450,1700,Effect Monster,7,Warrior
